Index,Arithmancy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Hogwarts House
10,35619.0,5.484188547740066,-6.049339619176023,5.358,-530.7958955569857,484.8726713263256,5.6996535617818695,1036.2853570584764,9.293131894951047,-0.4965534984054157,-242.69168,64.61,1.4621048015183218,6.117840322702292,90.82081286192255,4.122922577742002,Hufflepuff
11,46550.0,5.320518357754184,-4.385569495868531,3.014,-518.5607177463045,417.0640932879666,4.8014365930153895,1046.7619580239934,6.376965575596179,-0.9196387437030824,-244.91344,20.66,5.128360360029846,2.3736041812994952,93.9431857876329,2.1963522313092394,Hufflepuff
12,26647.0,1.7053889315251418,-7.0909461383705175,7.091,-328.7129552924333,435.50218282153816,6.300649174524696,1037.0283168962144,8.110274495677984,-0.9391444307251472,-244.00363,7.56,1.6229418437956882,6.406034685542637,94.01791920145341,2.2614154143967937,Hufflepuff
13,37984.0,-7.308855989623728,5.441920488261747,-6.18,-319.94687532983534,391.6529162915922,2.91473188799465,1082.5814087477208,10.948790872858233,1.7738866787768597,-251.12516,-80.42,99.65263948137944,1.2164908653043955,0.6719369652547814,2.1813335688307767,Slytherin
14,44791.0,2.7424444339618588,1.9752731769185083,6.603,527.3563229707513,605.5906004179383,5.480097322152394,1063.522360673685,9.407484155858128,-1.1126491143177455,-232.65964,-19.94,2.1014707486285475,2.289275625347115,2.625792372564471,96.45983584958728,Ravenclaw
15,21630.0,4.046727136762162,4.476498122360021,4.949,810.1544831409043,615.5310876490132,3.653494560249915,1075.8538502533456,9.622899465889688,0.5670955443680077,-229.38229,17.0,2.7538380449620683,2.3210303461609136,0.40111052396261687,99.18340221156201,Ravenclaw
16,41907.0,-5.518263685781008,-4.7065375662672135,4.425,-434.2932661222959,596.6100889263835,-4.1618229744065465,967.2239116973597,5.027414761055882,-1.135957011752296,-252.27344,174.27,2.6224438630027365,98.71814476783936,1.3285382271401633,1.6837347176913258,Gryffindor
17,58796.0,-4.820770852893141,-6.511987485578008,4.357,-468.2847232096298,626.3728860307857,-5.206672041512534,935.5792903077672,3.0632066243706,0.1736145483146391,-254.92326,212.37,0.8794565142264142,99.66266381958776,1.474145790515371,1.2271699343181275,Gryffindor
18,15578.0,6.8718573378725765,1.510882087334648,7.9060000000000015,645.4474512014251,607.4427290526703,6.317446315222874,1091.054831002211,11.708777390143444,0.2605563047012814,-226.76896,11.22,0.6341549474658377,0.7935763162237615,6.1496273293798325,98.91301161138088,Ravenclaw
19,56909.0,6.981588542540248,-4.581270261474805,5.686,-579.6685909175318,403.3276902605525,4.2658097542267495,1052.0352351526687,3.4565189893797363,0.0702055342612155,-242.99904,3.81,1.016607474389671,1.7293962783031465,98.77252947609722,2.867340269991364,Hufflepuff
20,49634.57024265645,-3.858216489463063,-7.035535475473843,5.8660000000000005,-433.2503586321584,610.7326695816761,-5.029523289367204,944.9723856289352,3.0358906702990742,0.1625012864221627,-252.72548,215.2,0.3979888287051448,99.54298768097117,3.356179201537595,1.490617296682787,Gryffindor
21,31882.0,-5.76315776392788,-6.893561417314063,5.942,-16.519432386501975,495.747970059158,-1.9744468934349493,961.1128278945888,4.431963256041222,1.5627795342839057,-251.21916,136.89,1.2908352324499999,96.41232913373824,7.228888406348023,1.5376929727152766,Gryffindor
22,39873.0,5.949951054189216,2.6467831099799968,6.829,745.4656657154428,626.8233315636505,4.886733220972539,1079.549394561472,9.318098487516489,0.3643870721334353,-228.79359,-1.72,0.8203522886533277,1.2217751210265682,2.285141079673982,99.2832461250616,Ravenclaw
23,44987.0,0.1315163054974428,-6.731671096812503,9.421,-709.6964283834683,461.89673418950485,0.5318228689636264,1073.5852035654214,6.346026797398995,1.7477697551565254,-245.83067000000003,23.46,0.8965177138083411,15.172823324731855,95.22637180788824,1.2156621791902684,Hufflepuff
24,79537.0,7.963183549223157,5.1122643835637325,5.769,419.7555989776198,663.157592339586,7.089607790294157,1035.424804329289,7.288428374016317,0.2360522784837765,-228.83988,-6.4,0.7510359960401735,1.1773594216558356,1.9844630975637605,99.4993516195679,Ravenclaw
25,46505.0,6.11314406193578,-5.081611883528949,3.284,-387.5559813493135,407.3199405108696,5.142065215250079,1037.0804332529328,5.109155180436624,1.3300362081007877,-244.66168,19.76,2.5745516718591523,2.330999845956323,95.87345726332133,2.821897469644824,Hufflepuff
26,66246.0,-6.655229617697697,4.190220852191144,-6.006,-322.019869231814,408.62799964753634,4.83789747048606,1039.9434988980925,8.739039146518566,0.0227922432695476,-253.04749,-91.44,99.19529714885188,1.9325142523951753,1.2454195813846691,1.916187024727401,Slytherin
27,32991.0,4.166334753886695,-6.125930323684193,5.142,-528.8095274677344,455.1147406869151,1.8799979516358296,1047.7888270360197,6.670688893495349,0.604617316244031,-245.14028,76.2,1.501437790573584,12.550930373451886,90.50157089925474,1.9449244627147964,Hufflepuff
28,40401.0,-5.077751004602562,-2.3688887900158813,5.517,-544.7589088830549,604.0963783054931,-4.9553196318390045,977.8967780641292,4.377128702454228,-1.5510451995400842,-249.38786,173.06,2.107613500759639,98.50732975591994,0.9996812181586924,3.109934707629676,Gryffindor
29,48832.0,3.331786028979228,-4.583420379432199,5.794,-357.1443808641858,327.38462690306415,8.575962196183463,1051.3448283965224,4.055017084006755,0.2177364837259843,-243.73112000000003,-100.06,4.090703183974938,0.3850471171597489,99.32128936969883,1.7541487019860365,Hufflepuff
30,48984.0,3.464527018807125,-6.0008134998843845,6.881,-678.5236439998978,387.2356260460736,5.68741322272218,1069.242717805681,6.449913395821935,1.9518172949103816,-244.6194,-36.54,2.4242793005601717,1.1698102475401029,99.18528302442425,1.125996041328821,Hufflepuff
31,58112.0,-2.832054657210328,-5.143419372851155,5.754,-685.1710296006307,618.4414085954005,-7.003952866834519,957.091137731852,1.7322365656983032,0.3585953072795056,-252.33586,223.8,0.418850047301228,99.53253165539961,3.4029186335295427,1.445005778158842,Gryffindor
32,56259.0,4.470596381712079,3.0148337251116484,6.545,887.0278523685254,650.5954044412074,5.728551916089313,1075.0938286730584,9.550556841973153,-1.1975563813262404,-229.64984,-35.06,1.3504831528745942,1.0495650638933036,1.0489549486240746,99.5776240088279,Ravenclaw
33,54477.0,4.907536817133842,-4.135749839598836,3.259,-363.0965932034584,325.8143841057654,4.604073252276106,1052.1052266728989,1.6087835209345582,0.4543663775736535,-246.1036,-48.86,4.645482756574248,0.8597685885456455,98.79362466251787,1.310738330853853,Hufflepuff
34,71169.0,4.98546710874463,7.665199010356482,3.153909673286352,670.6124148280203,587.5367388622665,3.4827942968644243,1042.5983367173749,2.4429129732006607,-0.0534271367004963,-230.82054,-38.07,3.1111065528924744,1.5563035097659594,0.6014944129206239,99.21679755920087,Ravenclaw
35,44450.0,7.198095103701769,2.790010918745341,6.977,251.7144465726503,587.6228267343893,2.4566522833971103,1046.8355215419786,4.685132914318022,0.0070512390741821,-231.20615,50.89,0.3258138699204651,5.602656335148376,8.280660196495226,95.1959331901684,Ravenclaw
36,43212.0,6.738672109965893,-5.692137823348701,5.141,-383.9528598513264,379.0419596079501,2.7647390103619123,1038.4298006989293,1.575659247465963,1.6422058316382266,-244.35366,30.91,0.6316514159950601,4.219350784178097,98.56053236728374,2.082267247448017,Hufflepuff
37,59927.0,6.690899582239733,-3.8437314002707774,6.617000000000001,-715.2215547883462,456.3540636074681,4.847747054958306,1053.7152239332383,5.760332596076107,1.0959524660246396,-241.35887,15.52,0.9469280770009951,2.035519464368078,97.33284226833163,5.292249153381231,Hufflepuff
38,40775.0,-8.887563696339651,6.193515715066601,-6.92,-267.62216563601805,376.5402382619666,6.832455538744942,1056.1574171832387,11.708296678300936,-0.0477741468298526,-251.37265,-125.38,99.86759417481294,0.7455654643389129,0.4870879112291008,2.0193998803599587,Slytherin
39,36947.0,-4.5399626259008725,-5.950935168155142,5.825,-526.992894168597,599.5970452832613,-4.4547142615818585,1030.0969463871315,4.163735873868918,0.4720483839118659,-251.84998,204.58,1.152792746182111,96.8911415248427,7.266634519910433,1.5061075792050596,Gryffindor
40,52334.0,-4.853242383525319,-4.94083695769108,5.4220000000000015,-413.78262153792434,603.4019170744108,-5.213071996448341,944.0464656850093,1.7817419059762996,-1.416966998705505,-252.49781,189.06,0.7429328533144904,99.48613634040547,1.7181824576346574,1.8734078548311635,Gryffindor
41,29293.0,5.475306512698818,-4.864150306274456,6.614,-438.34397889607584,482.0620580996968,4.616138358367079,1029.8250116917336,7.088150790851537,-1.8906647860919297,-240.69411,70.68,0.6702735326120661,10.223225927220977,87.73266309968164,6.8543595499782155,Hufflepuff
42,41965.0,6.603584822402266,5.91878579651734,3.217,388.55508009407134,573.2188619585679,6.569018353245692,1042.5362544080783,7.568807005325795,-0.7100093957918503,-230.27083,2.56,4.275665930467443,1.0786324544719332,1.8249911986102014,97.59900609978341,Ravenclaw
43,44741.0,3.8529080471086825,-4.325608992333849,2.268,-275.7517474501566,350.30527411138735,2.9630946151165927,1041.560877849981,6.301946027733197,0.7430643743812463,-245.25254,-64.69,12.786316090450601,1.2675156602266842,92.84864264123334,1.8430586724747375,Hufflepuff
44,51536.0,5.1722758619274565,-4.400873111670082,4.542,-601.1879804095211,385.0149322785431,3.4715081598698303,1059.512001699204,4.013484140894335,-0.1440408428387395,-245.0047,-1.25,2.9270570793847295,1.9530107759534165,98.03962407227252,1.469056383782209,Hufflepuff
45,73385.0,7.254609476514043,4.150263289492602,6.916,489.1024503769474,667.2904112153512,7.920045613054778,1058.228762712228,9.549079995699303,-1.6593503778036771,-227.92076,-28.93,0.8724030042623745,0.6386305283075754,2.787279917984391,99.56248952649784,Ravenclaw
46,59112.0,4.3721050124103655,3.907121666260829,4.588,473.1527272589132,568.7877937159745,6.340340502640148,1044.9001583316203,6.523428759380362,1.1466909470801074,-233.10451,-38.71,3.0600368602783328,1.1576313625892891,3.5923900215485105,96.40899956936238,Ravenclaw
47,52190.0,4.660387161137372,-4.961748495670465,5.138999999999999,-507.7965671067957,354.73273102288323,5.0054402954078725,1057.4527988027044,3.389501419767812,1.0588427576788306,-245.05353,-38.96,2.6599145353537708,1.0650891824941757,99.09245955483242,1.3280181869343022,Hufflepuff
48,68570.0,-4.604619969975151,3.8774483245021134,-6.945,-419.16429373366526,403.71291151908974,1.72055017703211,1058.5804798295928,7.637557962209646,-0.4045276627737053,-253.98429,-54.3,99.01149703114785,2.261020908630106,1.9632939857864633,1.3257167868569073,Slytherin
49,53157.0,-3.731583390209028,-6.4206680788778,5.537000000000001,-430.8413869051128,592.0578084894732,-5.679532987655486,952.4800067295448,1.6241740139985756,-2.0024508868722384,-253.20894,195.93,0.5147427238591308,99.39145682862048,4.446936764217909,1.2446779142855469,Gryffindor
50,42836.0,-5.996391408199898,-4.206281622512083,4.066,-490.6709728461078,586.5663669451293,-4.608931187986684,958.5203482884486,4.0119384673969325,-0.6921841218019021,-253.0686,177.52,3.0056978534836296,99.07898863116029,1.1454582412244734,1.2296338630413775,Gryffindor
51,47880.0,-5.3151173064857415,5.080961662440525,-7.952000000000001,-460.66974594553113,373.2900322282527,2.211948801657565,1080.1149921632357,9.819557716523132,-1.2111045718472646,-253.02188,-63.61,99.73768678846811,1.0867194946350678,1.4623936608248869,0.9874863055745824,Slytherin
52,40993.0,-1.3897815697389886,6.5907450910048295,-4.6530000000000005,-707.6370173199118,362.34630223638914,2.7747501536998858,1066.5744228339968,6.8559861598597145,1.2281718327105295,-247.19169,-40.26,97.08507277766785,1.001269488122257,7.110710415579466,1.9199075686784504,Slytherin
53,65458.0,4.401277678206937,5.180808291697742,6.267,412.6771038176345,640.9103293894799,2.9630946151165927,1045.8548871507269,9.036945116609786,-0.0586039300623706,-229.72009,-37.21,2.1342060862180756,2.574915239116373,0.6603252696985191,98.97288287673399,Ravenclaw
54,44262.0,-4.159918828909026,-4.425297807980382,5.766,-725.1181562349636,569.3116078495827,-6.499374126107093,951.2873280242824,0.8087147473593586,0.4131136082059517,-252.47465,207.58,0.6562118328358338,99.52529454076729,4.3353855546693,0.7170612881018145,Gryffindor
55,68337.0,-8.466872317161561,2.4058083805465857,-3.055,-362.5056034493952,462.1625940838477,7.084376678562577,1031.4035829641168,11.6007286096271,-0.606269997825454,-252.16026,-100.81,98.30618931569455,3.0245278122447874,1.2387225394533006,2.4833689239366104,Slytherin
56,37503.0,4.013761055058096,-6.557822946950319,3.153909673286352,-565.2083930793641,488.0185114462386,3.697794829572822,1044.3344279084552,8.27520702841892,0.5963720283092984,-243.60572,65.23,3.1151628529563133,8.368626605971953,84.25983329144077,2.623886858614843,Hufflepuff
57,54555.0,-4.149147757648881,4.007418936801956,-4.711,-479.519923618225,408.2826725668484,3.139227293077824,1055.2616034259238,8.413704761490253,-0.4323140279542813,-250.70782000000003,-50.1,97.64109661937187,2.246722180523062,3.012703850903638,1.8726287048737573,Slytherin
58,18882.0,4.749802945846046,-6.7994411487517965,2.991,-361.6947070580284,381.054579293513,5.284483976823548,1038.2415655133746,7.024570762628695,-1.332439437031939,-245.8258,41.31,4.206102202712208,3.973331436858865,96.14795197838039,0.9640439840281045,Hufflepuff
59,45361.0,-4.812674685782127,-5.792673013893156,5.589,-286.93824511056187,592.320612107805,-3.2307414012837987,974.1081657516604,4.820525642893224,0.602047949653184,-251.28892,150.33,1.2750255418507683,97.55253953935416,2.9921637102125547,2.7329496507642945,Gryffindor
60,51703.0,-5.887282774348623,4.614093394908483,-6.869,-334.1827270884367,395.5129669617437,3.5070920536817827,1057.4804761308203,9.408525512226811,-1.1078928252127682,-252.45353,-68.8,99.46276496098126,1.747215393885523,1.0763784352663952,1.6568996907894973,Slytherin
61,44262.0,5.501649628380539,3.5250013096293724,6.285,757.775542692951,654.4987457049356,4.3774327672933975,1077.107597770614,9.752553292928006,1.5398819014558929,-228.81557,7.38,1.0626372851163235,1.6120991001328773,0.8330712408425152,99.5477975159914,Ravenclaw
62,62083.0,4.760955687348787,-4.32235531177995,5.584,-443.2561433856852,333.6560195053469,6.010138182397384,1056.628084205546,1.8371015411409224,0.5029246072838629,-244.47797000000003,-79.62,2.44320141094284,0.5300675529484045,99.4820436727503,1.702457462061931,Hufflepuff
63,70512.0,4.712187320128479,-1.9166200704041303,5.615,-810.1462515885353,363.3569051959082,2.8353328888452225,1084.6650919261292,2.267171052630643,-0.5614439161201905,-244.06118,-57.35,4.284670197465141,0.6616088719248001,98.99992551781457,1.5556472793435538,Hufflepuff
64,55840.0,7.407129158171243,-3.262217198211632,5.698,-603.3918929741014,411.3884030926083,3.572576309284673,1030.0969463871315,2.7482777708263617,-1.1008769793740267,-241.80063,15.35,0.8276056088599884,3.2796089277011538,97.46348343609847,3.859086644501307,Hufflepuff
65,73353.0,4.537302114503309,-3.7658535593551887,6.843,-705.9976763015817,385.06261250357255,6.401809033311918,1071.026217904592,4.42061772532745,0.8373674019463226,-243.33105,-80.51,2.6338304232119296,0.42809321195463257,99.3656254471366,2.342331845932213,Hufflepuff
66,64219.0,4.3478957474584,-4.055757287788343,5.813,-897.8370960082959,465.411826568784,5.286010067276183,1075.488163826367,9.165098168617954,0.1941036295098912,-243.61837000000003,-6.49,4.732674636259717,1.2993855573098776,96.30958250941221,2.5126506285719037,Hufflepuff
67,30461.0,7.030299546150498,6.0816096613624415,3.873,110.636573003993,540.539570096604,6.564960248876256,1038.7145849967512,7.0499228867192425,0.4109491944126668,-229.90781,17.89,3.428801668037331,1.2682076323999476,4.632971845134712,93.97210106629963,Ravenclaw
68,39225.0,-5.177676827131712,-5.461048515582916,5.2360000000000015,-478.2053839467278,583.9009789986392,-5.619651212802019,932.1547541090092,1.3723222888566218,1.1736933909229337,-253.30962,213.83,0.6354736106017459,99.72572458337409,1.8901515381084169,0.9802953333457413,Gryffindor
69,58659.0,7.199280557305688,-5.589850768521735,3.763,-384.84017139647807,366.7438360311535,8.973601303380999,1037.306718944929,4.961227318522902,1.3333567521300267,-243.94171,-47.23,2.6637671047220484,0.3920502223032354,99.33221505844129,2.624334948775744,Hufflepuff
70,49634.57024265645,4.7061151410689135,1.892700325590522,7.776,636.457836760555,618.4120768692837,5.972014066480608,1065.549153467155,8.157173029037725,1.3578528720761662,-230.66224,-34.52,0.669925746445352,1.3644820940705975,4.746932553958479,98.61987395974575,Ravenclaw
71,56313.0,-2.457738111279645,4.636502500606741,-3.523,-497.6966702112428,448.2469179293768,3.0324715106011406,1033.5124263006678,7.354243224801251,-0.3170546276027209,-248.22068,-13.85,91.40423584365413,4.876919714553711,2.0709946486774142,4.409215906174517,Slytherin
72,37901.0,-4.079018872609407,5.080190338128575,-5.725,-224.5899148634645,407.1401840978691,4.7358574923446985,1052.0715585372975,10.65707959157059,0.3930427747554777,-249.20965,-39.65,98.71085741034044,1.5895152123705614,0.9173071971778095,4.401511067749853,Slytherin
73,46240.0,6.551776365317947,-5.302273192044719,3.148,-576.4826954194305,402.5438609598957,1.516808067912832,1051.9780183059731,3.849727948784812,0.4555014065502934,-246.20151,57.61,2.1746005097641667,4.818777131400877,96.83520992442511,1.2793138475109898,Hufflepuff
74,54847.0,3.998021154306869,2.039673776121939,7.718,806.681413559967,624.0858951051516,5.781731645651822,1082.0672531603082,9.071699291714696,0.0128978884220931,-230.17997000000005,-51.5,0.9936015092968251,0.8568529392246943,3.0966542723202406,99.21162053168612,Ravenclaw
75,54986.0,6.506027505582906,-4.408438262308951,4.794,-392.9760394815266,411.03990190478265,6.1003213300208685,1036.1595341491422,4.221408674350881,-1.1535875769773252,-242.80759,-6.28,1.5310715196548264,1.614659934540387,97.39190761403314,4.456030220245213,Hufflepuff
76,69442.0,7.632078695509895,5.57430814543727,5.269,638.1494093440018,636.6509269642495,4.514082718303876,1059.4215080570089,5.990332243527781,0.1350349866516061,-228.8198,-9.2,0.9295900075828357,1.0542732817085294,1.4410517707603103,99.59668093665822,Ravenclaw
77,46350.0,5.54437673886142,2.982622717840377,6.658,432.3369006341099,645.247265223469,4.797739920975449,1048.1908595432876,8.733861638425891,0.1450460960525409,-230.3282,32.77,0.7449853523121778,4.0693676264241,1.7215224588239482,98.40142118534851,Ravenclaw
78,70868.0,2.2628549354313416,-3.49734806499602,4.612,-569.1749940807236,417.2556309736137,4.857709460854919,1064.649952266996,5.7244714074980845,-0.3892734498133775,-245.9729,-54.51,8.28818296948293,1.2363725218241963,94.6657583756968,2.3211110486986986,Hufflepuff
79,68359.0,2.3987267447642164,-4.186807819064732,5.468,-521.3102149343797,459.21001773686135,5.054253489955328,1054.5440184680233,6.7893895060061205,1.1015454775412754,-245.05387,-28.36,4.166784824888168,2.3224411997585555,90.96548933959672,4.065266599114016,Hufflepuff
80,46079.0,2.8237462830384312,-4.742898484815368,4.681,-404.59594543529136,405.7418984473488,6.156093737254994,1047.1635445539496,6.482312107498415,0.6270437847565277,-244.82078,-26.57,4.9449036223408545,1.8642625663838686,94.61380093260028,2.4210074576928737,Hufflepuff
81,11030.0,-6.842722845903242,7.840030898335224,-3.253,-659.4140302422647,351.059963478086,9.85368742037005,1065.3667323619277,13.48141806518045,0.4608029791192174,-244.30023,-125.24,99.62963210620127,0.28744659308354714,2.5441783560075324,2.2470270327319986,Slytherin
82,37887.0,-6.540225265528053,5.158409219526714,-7.491,-497.8380424628671,370.4816797403157,2.9630946151165927,1081.1865600725398,12.161321413854992,-1.2188837931329186,-252.12602,-82.61,99.84748518824716,0.9260287678246893,1.0833151058604218,0.8898227475483989,Slytherin
83,56134.0,-4.917391145130838,-3.360623367778062,5.402,-506.97699448819606,634.1718917533511,-4.248889474217036,971.0193242051724,4.928506629654286,1.245107500969116,-250.44466,168.2,1.6582337486875562,98.4016706212653,0.9389352434299659,4.31967479624552,Gryffindor
84,58549.0,4.6698509754366935,-4.7718915910727775,6.445,-742.8481132871193,380.2449783858424,4.889160429203322,1072.8751751657326,4.859939345873153,-1.2133457990902643,-244.21177000000003,-39.78,2.571942326205027,0.9301192894109535,99.34168342559525,1.2016835832382213,Hufflepuff
85,51592.0,3.2481628597843266,-4.046306395491522,6.27,-405.99285129636655,453.9123249803845,2.9630946151165927,1039.7605177063929,6.340714686673364,0.0253093915092692,-242.60241,-11.22,1.9522003178485865,5.237679056895862,86.0703671288797,5.876557834714847,Hufflepuff
86,20807.0,5.070565395322594,-6.611120436579647,4.824,-275.1294867683956,437.2001972439055,3.895704955115901,1021.8547005146866,5.904646144320843,0.0585876601711535,-243.93181,78.72,0.915120158262898,13.099451319934992,90.72660776980074,2.8636900572338715,Hufflepuff
87,32491.0,5.613896018167057,-7.930759523309311,4.977,-533.3751884407543,428.34971424877295,7.111135197996642,1041.2456163269326,9.235553491752476,0.2456461937367628,-244.50673,35.69,1.9231431177026586,2.707192344430693,98.10190363845845,1.4478245138434467,Hufflepuff
88,47052.0,6.154023758537017,-5.616559199596363,3.749,-246.9314297363984,386.4191261879637,4.249600813824982,1028.143468794004,2.5104245404568672,-0.8511317571161439,-245.17349,17.14,1.378026586445541,3.5654437110511426,97.17559712945348,2.478875118300344,Hufflepuff
89,67687.0,-3.4640191301689454,-2.396957642127336,5.25,-602.3663235488892,659.3533550509658,-7.392166051120612,962.8172288806368,2.142782574905993,-1.4746064699518395,-250.64727,212.01,0.7964515454603585,99.4708882484149,0.6197444792515532,4.942653560545984,Gryffindor
90,47749.0,-5.203283992057737,-4.739594644537472,5.212999999999999,-598.1996765989197,598.2177024949481,-5.7227426492442905,931.5404071789532,1.4396819350126968,-0.0534271367004963,-253.36058,213.28,0.7645425671129614,99.73806466754152,1.592207941489918,0.9754937751769568,Gryffindor
91,60337.0,-3.6096540503280985,-3.085446178723773,6.882999999999999,-231.057459318709,636.0795719842497,-4.939479676363117,984.255441883197,2.9838141870231385,-0.9146227391949916,-247.82592,147.71,0.5801204229733159,97.47693577390433,1.3089062145991328,13.100789362703411,Gryffindor
92,38317.0,6.96155360435082,3.4589128549463566,5.8610000000000015,465.421011142633,593.0667059477843,5.746750567656782,1047.7662420039394,7.496068441511896,-0.8711453603276128,-229.55943,18.77,0.8893191275023603,1.9096886340033024,4.119572788894201,97.89465015609733,Ravenclaw
93,86521.0,3.889555606890064,-2.368861914184944,3.153909673286352,-334.6255678679438,408.33127192815147,2.625982150484424,1048.5681604557276,-0.2461026445953109,0.1581286094442497,-244.86997,-57.61,3.689682759913356,1.6388072013484694,93.01569298794998,5.437410423534361,Hufflepuff
94,40041.0,7.297099109535134,-4.237297072789048,5.725,-413.6913707528254,392.29596800999326,3.3471567507216777,1037.2260073063885,1.8286400171438568,1.3960199262805228,-241.87543,32.42,0.5274756385923125,3.6664321943433222,97.92791292671173,3.9478466548817948,Hufflepuff
95,32995.0,4.380005410809342,-7.372957435720048,5.415,-353.1070078725637,298.2189599119104,3.6443987884960087,1051.5941183023024,1.2289187534920265,0.2048944997103961,-246.92665,-22.77,1.388546079732333,2.1753816786882316,99.68381008772495,0.43776592566262157,Hufflepuff
96,40377.0,-3.7856221594879567,-5.291895411283647,5.922999999999999,-645.3830056545745,615.0863313301887,-5.4829806088532616,960.6549757710112,4.160832420156689,-0.496053015772492,-251.26696,220.38,0.6874276636781634,99.43473388775405,2.5208495077948565,1.4102335106316266,Gryffindor
97,48416.0,4.1521893682783775,4.546973968449776,5.464,587.6877059480232,609.1149083500918,5.035510550182293,1064.4063373741496,8.220708584271447,-0.7585919776943548,-230.70509,-19.33,2.6283524752480947,1.5228794412707964,1.212467087725515,98.6164751230241,Ravenclaw
98,35796.0,-4.4429124927184365,6.624667943509652,-3.542,-624.8435109690846,374.422516668655,6.043296729866028,1057.4390369668408,9.448966565083404,-0.9391020568781272,-246.52071,-83.43,98.49936461354272,0.8339702547651465,3.8448287861981663,2.299149648497144,Slytherin
99,72219.0,5.81125399995247,-3.8525969529995976,4.1080000000000005,-507.4167192404275,379.1414663677916,3.67506946331026,1056.1924277622848,1.9250482727865847,0.3371504289632541,-245.50725,-32.85,2.668960579695294,1.1148018475080563,98.50057428096424,2.2473263017462597,Hufflepuff
100,32401.0,-3.7379586281520014,-6.633114579687891,5.3210000000000015,-355.91334409817483,621.4829544195684,-4.58539579746124,976.9447294813398,6.467256170447585,0.8078199234012003,-250.98496,209.29,0.9212942962394898,98.8565155832724,1.9788181172855805,2.5732838299449647,Gryffindor
101,35880.0,6.9627788390350505,-5.7175387451927016,4.667,-527.3920440100405,384.62258254292,4.525148311300644,1045.3806518855465,4.608998704258504,-1.0939695359860364,-243.71814,32.63,1.3835273526811427,2.5959950973551105,98.67341197240577,1.5332304799134986,Hufflepuff
102,75206.0,5.435313135279752,6.3557420120703485,4.203,538.2390293299384,628.4171762940286,3.6035049617138015,1041.8250846013768,4.725093354369534,0.1638341234052191,-231.65535,-8.22,1.9655017636585301,2.458658917008147,0.6662863946756287,99.12651363250605,Ravenclaw
